row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_B.mzML Peak area,t2_BS_C.mzML Peak area,t0_BS_C.mzML Peak area,Blank_A.mzML Peak area,t1_BS_C.mzML Peak area,t5_BS_C.mzML Peak area,t3_BS_3.mzML Peak area,t2_BS_2.mzML Peak area,t3_BS_C.mzML Peak area,t2_BS_1.mzML Peak area,t3_BS_2.mzML Peak area,t1_BS_1.mzML Peak area,t2_BS_3.mzML Peak area,t1_BS_3.mzML Peak area,t1_BS_2.mzML Peak area,t3_BS_1.mzML Peak area,t4_BS_C.mzML Peak area,t6_BS_C.mzML Peak area,t4_BS_2.mzML Peak area,t0_BS_3.mzML Peak area,t0_BS_2.mzML Peak area,t7_BS_C.mzML Peak area,t8_BS_C.mzML Peak area,t7_BS_2.mzML Peak area,t9_BS_C.mzML Peak area,t8_BS_1.mzML Peak area,t7_BS_3.mzML Peak area,t7_BS_1.mzML Peak area,t8_BS_2.mzML Peak area,t6_BS_1.mzML Peak area,t4_BS_3.mzML Peak area,t4_BS_1.mzML Peak area,t5_BS_3.mzML Peak area,t6_BS_2.mzML Peak area,t5_BS_1.mzML Peak area,t6_BS_3.mzML Peak area,t0_BS_1.mzML Peak area,t9_BS_1.mzML Peak area,t5_BS_2.mzML Peak area,t8_BS_3.mzML Peak area,t9_BS_3.mzML Peak area,t9_BS_2.mzML Peak area,
57,161.08211064636168,0.35713854,,,,,,,,,,,0,0,0,134699.83,0,104662.69,271726.84,417739.66,0,0,158463.42,0,0,0,0,0,0,0,0,0,0,810781.75,355173.94,0,186807.58,0,0,0,167287.56,0,75267.84,0,0,0,0,129872.91,233508.6,166395.14,0,191999.75,166906.97,0,
61,179.09246381716602,0.36961842,,,,,,,,,,,0,0,0,32261.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,266.9986653494388,0.36961842,,,,,,,,,,,0,0,0,16327.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,281.0506104126488,0.36961842,,,,,,,,,,,0,0,0,835936.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,284.04876672378424,0.36961842,,,,,,,,,,,0,0,0,26567.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,227.02194309414762,0.3769911,,,,,,,,,,,0,0,0,37538.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103989.96,0,0,0,0,0,0,0,0,0,0,0,
69,284.04890357420356,0.38116845,,,,,,,,,,,0,0,0,12386.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,741.1942955170673,0.38577822,,,,,,,,,,,0,0,0,26318.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,239.09455479673042,0.39513972,,,,,,,,,,,0,0,0,33620.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,302.05840096640003,0.41591847,,,,,,,,,,,0,0,0,48739.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,161.08210905101674,0.43126693,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88825.38,0,0,0,0,0,0,
83,281.0507380725328,0.45449278,,,,,,,,,,,0,5527602.5,0,1632656.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,267.03508800457683,0.45991877,,,,,,,,,,,241072.14,0,0,52397.14,0,0,0,0,0,0,303702.97,0,0,0,0,260261.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,284.0489612547365,0.45998764,,,,,,,,,,,121327.21,0,0,13846.307,130463.82,0,0,0,0,0,0,121119.67,0,0,0,0,0,0,141790.16,0,0,0,0,0,0,0,151041.83,0,0,0,0,139074.42,0,0,0,0,0,0,139931.42,0,0,0,
86,355.06957055136775,0.4636457,,,,,,,,,,,0,0,0,0,45400.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54136.19,
90,161.0821104159034,0.5038102,,,,,,,,,,,52152.19,0,621443.3,201986.77,329361.53,222084.02,0,0,119920.15,0,76282.43,1494666.1,412242.38,240332.92,1425199.2,144904.95,111431.09,113122.62,197126.0,0,498408.38,224968.94,64405.934,369831.22,81180.65,0,150273.06,975688.4,195752.03,484712.84,146014.88,0,102395.2,139588.6,0,92662.81,0,52632.38,120344.98,74864.94,139235.95,191290.61,
91,179.0925901467024,0.5078464,,,,,,,,,,,0,0,66376.8,47966.34,0,0,0,0,0,0,0,90049.086,0,0,88397.01,0,0,6343.561,0,0,13394.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,245.09537701708865,0.51952714,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,68410.98,0,0,0,0,0,67825.43,71027.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63450.434,0,0,0,0,0,0,34075.53,0,
99,157.09715022263865,0.52066267,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8736.579,12547.31,7924.04,0,0,0,0,0,0,0,5982.319,0,0,0,0,0,0,14335.186,0,0,8836.821,0,0,0,14589.145,0,
104,158.96134785866315,0.5217247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,84038.06,0,0,0,0,0,0,89776.84,0,0,0,0,0,0,0,217352.64,171839.17,0,0,0,0,0,0,0,0,0,0,146792.14,0,0,0,
106,166.10292054170424,0.5221535,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11774.105,
107,160.0756554754292,0.52229625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,593663.9,401620.97,0,0,0,0,567389.25,775052.0,523318.78,0,250721.6,0,0,0,0,0,645107.75,0,0,0,0,0,0,954094.75,0,0,404429.66,0,0,0,1050392.2,0,
111,169.09707089116097,0.52571666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,706034.3,665166.5,0,0,580351.9,0,776639.7,869086.94,732600.0,0,592457.5,0,0,0,0,0,0,0,0,0,0,0,0,893395.44,0,0,800889.44,0,0,0,986138.44,0,
113,167.08149875835213,0.5271568,,,,,,,,,,,0,0,0,0,0,0,0,0,0,64049.72,0,78358.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177891.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,166.08623438104172,0.52933645,,,,,,,,,,,0,0,0,0,0,0,0,0,0,389492.38,0,296522.6,0,287232.12,284186.4,0,0,431465.28,504981.56,0,289555.22,0,0,0,0,0,537559.06,0,0,381406.53,0,0,0,383453.38,0,0,394232.75,0,352745.8,0,1407056.8,0,
119,299.0615721140495,0.5298035,,,,,,,,,,,161010.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,318.1843857008656,0.52981806,,,,,,,,,,,0,0,0,0,0,0,0,0,0,39513.543,76976.53,95765.99,0,0,66008.99,0,69526.8,68529.49,58181.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67408.29,0,0,223605.94,32669.13,0,0,31603.72,0,
123,226.17989868176204,0.53132373,,,,,,,,,,,0,0,0,82212.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,228.12099350445098,0.5319319,,,,,,,,,,,0,0,0,0,0,114152.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25739.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,176.09300851693285,0.53347653,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20754.479,22409.873,15473.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22973.979,0,0,16624.148,0,0,0,19574.107,0,
128,235.10749638281786,0.5355552,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53991.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50947.348,0,0,45249.484,0,0,0,0,0,
129,205.00996973426285,0.5399719,,,,,,,,,,,0,0,0,0,0,0,0,31994.63,0,27975.719,34350.438,31414.246,0,26884.436,28903.201,31194.527,36437.184,39211.258,33830.07,0,20299.82,0,0,0,0,0,31673.768,30734.473,0,0,0,0,0,38692.22,0,0,25747.06,0,34295.72,0,34427.31,0,
134,173.07095163598336,0.54653305,,,,,,,,,,,0,0,0,0,0,48952.16,52963.008,48655.24,51695.207,44035.59,59154.113,50503.55,48540.535,44485.523,48274.496,49235.023,54761.19,58145.883,49854.242,44965.844,36802.137,63563.098,70179.55,61963.402,69603.6,59475.312,61309.305,56410.598,67513.76,57107.152,52021.12,45915.36,0,56525.48,0,63844.992,42750.406,69514.94,50852.66,64528.914,73199.65,104194.55,
136,244.19054300587806,0.5472998,,,,,,,,,,,0,0,0,34527.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,265.1181716188919,0.5479137,,,,,,,,,,,0,0,0,0,0,38872.203,40171.53,37436.145,37798.055,33134.277,40033.402,36364.777,35960.246,32684.512,35697.438,36894.28,42285.84,46732.156,39278.254,35314.42,27464.316,42641.406,0,41351.047,46699.38,0,40547.613,35828.97,0,45100.03,40426.363,35206.04,0,47098.586,0,46383.723,35473.42,45535.582,41774.797,42824.9,49868.45,0,
138,183.1128119650229,0.55034953,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44775.395,56062.504,
139,179.07936322562745,0.5510738,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25053.395,
140,221.09335046111684,0.55152154,,,,,,,,,,,0,0,0,0,0,54903.133,56317.773,55236.36,54723.797,48846.258,58013.594,51360.582,52553.945,47208.355,50253.293,53516.95,60617.594,0,56083.066,45490.04,36447.406,57022.016,0,0,59760.016,0,56466.164,51394.336,0,62529.027,58218.863,49444.836,0,64623.867,0,65943.836,45687.055,59277.105,57809.23,60236.277,0,0,
141,201.12328910054686,0.5620154,,,,,,,,,,,0,0,0,0,0,1374716.5,1311254.2,1298106.8,1343145.4,1269569.8,1299682.4,1175560.6,1286099.1,1195682.1,1191561.6,1291443.5,1381338.9,1443493.1,1295265.2,1434758.8,1281849.5,1424862.4,1449371.5,1328025.5,1453908.8,1295535.4,1362930.5,1232982.5,1426069.1,1318416.9,1341295.2,1292844.0,1356285.0,1396862.6,1312641.9,1405849.9,1290444.1,1354796.0,1414273.9,1408970.5,1488333.5,2112290.0,
143,310.11436158819885,0.56503475,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51814.73,35989.305,55190.414,0,28032.26,52149.04,47883.105,34789.887,0,0,0,0,0,0,0,0,0,0,26160.193,0,0,
146,188.12798689642528,0.60495514,,,,,,,,,,,0,0,0,0,0,27584.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,206.13864763839555,0.6071835,,,,,,,,,,,0,0,0,0,0,722111.44,0,0,0,0,0,0,0,0,0,0,0,81448.58,0,0,0,0,0,0,28402.855,0,0,190805.0,0,0,73232.664,0,33475.285,237563.83,64170.23,46290.08,35483.977,0,0,0,0,42638.727,
150,152.07064934535177,0.6317789,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46331.51,0,44641.09,61569.273,0,45953.74,41506.375,52272.68,0,0,0,0,0,0,0,0,60182.84,0,52113.8,64830.586,89263.016,
151,245.12830713653057,0.6392231,,,,,,,,,,,0,321342.84,190093.88,0,253731.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,233.10332853797237,0.64764905,,,,,,,,,,,0,0,0,0,0,201398.69,204063.31,202424.36,213256.81,204392.86,226695.05,191476.31,202391.52,197328.53,197318.81,202050.36,209108.78,211233.56,194290.92,164887.88,143910.81,197863.62,204064.5,187199.42,199775.86,185427.61,194104.73,176492.58,201976.28,202475.9,201035.02,195091.66,191076.47,203217.83,181328.23,225303.66,157038.9,190323.78,197727.9,200133.36,209672.14,284124.88,
158,189.10232190738702,0.6612783,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60450.87,
159,242.1862858624996,0.6612783,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56053.523,
160,167.0815042863206,0.6654904,,,,,,,,,,,0,0,0,0,0,0,172662.9,165592.11,0,93694.484,0,78745.29,0,150394.17,156756.11,0,179661.34,190450.1,164955.36,0,150703.45,0,0,0,0,0,0,0,0,176872.67,0,0,0,184255.16,0,194199.62,148560.95,198417.47,174860.58,109616.63,0,312791.62,
161,292.12084807541214,0.6660065,,,,,,,,,,,0,171629.44,0,0,0,0,0,0,190522.36,0,0,0,0,0,0,0,159490.39,184460.56,0,0,0,137843.19,160072.55,0,165913.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,155.08136403870847,0.668336,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24002.1,0,0,0,0,0,0,0,0,0,
164,235.10756313345263,0.6778041,,,,,,,,,,,0,0,0,0,0,139269.78,139754.69,132526.42,137223.1,128557.89,0,128103.77,130601.57,121088.055,125770.72,132841.44,146216.98,103436.68,135954.52,116748.19,99420.69,102584.14,111287.45,99487.18,0,0,140590.78,82235.21,0,88824.44,91681.07,129574.336,0,102345.61,126114.56,104719.17,66632.64,148480.02,141520.2,0,164807.16,157517.69,
166,405.2875728928779,0.6868333,,,,,,,,,,,0,0,0,0,187307.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,251.15012597713806,0.6889369,,,,,,,,,,,0,0,0,0,0,561960.9,506429.78,483536.2,545666.56,468052.28,505367.1,439734.1,467781.47,423521.47,443111.47,480366.84,578362.6,538763.94,520683.12,512400.53,435446.03,886032.3,986333.94,773417.7,1177153.5,811881.25,796126.1,711621.7,912613.06,459323.84,538734.4,503883.97,500449.2,485940.66,505715.16,435043.97,474308.12,1063726.0,565319.9,933877.75,1199002.1,1671759.1,
168,158.0962848397235,0.6895743,,,,,,,,,,,0,0,0,324810.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,162.06615819301445,0.694035,,,,,,,,,,,0,0,0,0,0,154875.88,158984.58,152970.95,162569.02,151986.73,185914.94,142535.52,155969.94,147994.1,147035.17,148271.28,161354.61,168552.94,145647.06,127527.58,128239.06,174336.44,183694.66,173849.95,177284.8,172517.58,182806.2,161569.75,188397.28,162607.03,157711.22,150835.11,154733.33,163824.95,143637.94,192555.19,111541.87,178563.33,158609.47,180803.33,203890.8,294376.12,
171,215.13893500813415,0.698228,,,,,,,,,,,0,0,0,0,0,699948.56,660819.7,662398.4,685759.56,653222.44,663575.0,605144.5,650449.94,617917.4,616663.4,655195.94,706746.3,738938.9,663883.44,806175.06,755949.3,725586.0,760507.9,665613.44,799803.7,672910.6,691265.0,618835.56,734446.5,671340.94,686421.8,658573.7,691263.75,707901.4,675793.9,722977.25,724303.1,753462.7,713554.0,735241.06,837742.4,1181463.4,
172,216.14263615039124,0.7020881,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,64294.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62448.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,401.29366331827805,0.702496,,,,,,,,,,,0,0,0,0,908903.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,183.1622078656585,0.7073828,,,,,,,,,,,0,0,520653.0,0,415259.16,56476.8,212703.9,75527.66,106231.305,0,186930.36,302487.12,237121.38,197032.7,298211.88,206037.55,0,76014.06,183797.56,187837.02,0,69380.234,54332.625,68698.43,0,140598.34,191700.34,63834.957,0,0,70470.39,167669.1,0,0,0,0,376678.9,0,150657.83,0,0,0,
176,310.1144972405676,0.71272033,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25662.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,621.4221561511398,0.71568614,,,,,,,,,,,0,0,127329.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35728.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28119.377,0,0,0,0,0,
179,403.2906709097294,0.7253899,,,,,,,,,,,0,0,1428896.2,0,828227.44,0,0,0,0,369908.38,0,0,0,0,0,0,0,0,0,0,0,40831.332,0,0,57047.03,0,0,0,0,0,0,0,185346.53,0,0,0,0,0,0,0,0,0,
180,228.1342122573725,0.7351994,,,,,,,,,,,0,0,0,0,0,1313224.6,1276181.9,1288205.5,1316359.1,1276456.4,1285508.2,1206163.6,1266998.4,1218530.9,1234563.9,1256626.6,1341920.9,1382795.2,1264416.5,1410147.6,1241463.8,1388583.0,1352072.2,1264573.2,1336864.0,1208224.6,1300268.9,1185524.0,1354757.0,1288724.8,1310425.8,1249731.0,1306585.6,1339941.8,1269422.5,1352258.5,1317328.9,1262752.6,1357210.2,1347220.5,1404186.4,1985203.9,
