row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_B.mzML Peak area,t2_BS_C.mzML Peak area,t0_BS_C.mzML Peak area,Blank_A.mzML Peak area,t1_BS_C.mzML Peak area,t5_BS_C.mzML Peak area,t3_BS_3.mzML Peak area,t2_BS_2.mzML Peak area,t3_BS_C.mzML Peak area,t2_BS_1.mzML Peak area,t3_BS_2.mzML Peak area,t1_BS_1.mzML Peak area,t2_BS_3.mzML Peak area,t1_BS_3.mzML Peak area,t1_BS_2.mzML Peak area,t3_BS_1.mzML Peak area,t4_BS_C.mzML Peak area,t6_BS_C.mzML Peak area,t4_BS_2.mzML Peak area,t0_BS_3.mzML Peak area,t0_BS_2.mzML Peak area,t7_BS_C.mzML Peak area,t8_BS_C.mzML Peak area,t7_BS_2.mzML Peak area,t9_BS_C.mzML Peak area,t8_BS_1.mzML Peak area,t7_BS_3.mzML Peak area,t7_BS_1.mzML Peak area,t8_BS_2.mzML Peak area,t6_BS_1.mzML Peak area,t4_BS_3.mzML Peak area,t4_BS_1.mzML Peak area,t5_BS_3.mzML Peak area,t6_BS_2.mzML Peak area,t5_BS_1.mzML Peak area,t6_BS_3.mzML Peak area,t0_BS_1.mzML Peak area,t9_BS_1.mzML Peak area,t5_BS_2.mzML Peak area,t8_BS_3.mzML Peak area,t9_BS_3.mzML Peak area,t9_BS_2.mzML Peak area,
25,284.0489843128277,0.20498809,,,,,,,,,,,24999.387,51950.816,23967.072,18446.959,37295.438,18907.148,55513.2,49509.98,18548.846,51214.004,39282.33,47009.53,53261.67,50866.07,17844.207,51955.047,49733.332,11975.761,39926.945,26842.707,39353.04,56123.805,68462.445,39045.49,19355.408,61956.254,60113.49,22145.691,48715.58,56783.83,39855.945,18926.494,35060.707,57317.41,57419.45,2989.228,51448.773,68396.43,56014.39,67200.76,64999.742,65700.04,
27,266.99903319418246,0.1894077,,,,,,,,,,,16649.693,21120.979,9622.239,23756.709,17900.56,24992.54,27774.9,20212.928,12767.202,6896.55,39652.734,6296.334,18158.986,19455.578,23657.953,8839.727,5661.431,5353.123,15846.247,11806.704,3317.6682,34442.258,55849.34,37859.492,110131.836,16396.715,38545.508,7752.04,24007.773,39959.08,6095.147,14553.097,29481.314,27533.434,17114.635,44440.707,7861.069,34179.61,16022.158,41395.812,33551.25,13054.736,
28,284.0489845655547,0.20635311,,,,,,,,,,,26965.01,52277.195,21475.129,20749.69,34480.277,21419.205,55850.188,48922.87,15916.514,48970.18,39282.33,47582.477,53348.254,49283.438,19774.73,54443.16,47394.38,11975.761,43043.066,24767.377,37343.15,56643.574,68561.31,39045.49,18594.523,64766.977,60115.234,20440.941,48715.58,56313.508,37591.12,18926.494,32643.46,57459.38,55112.316,2989.228,52019.89,68471.0,55541.633,67117.87,66269.75,65791.86,
30,179.09264851071427,0.16545027,,,,,,,,,,,7393.6113,11274.065,2540.434,52717.047,1028.8528,6490.0186,13067.745,7234.7417,5202.231,28996.684,7011.126,36526.895,9551.951,6456.833,19592.936,9192.8125,10095.697,2549.204,12611.444,6568.193,18605.307,47426.516,13210.538,6992.4854,5882.104,10405.081,10532.273,19364.445,6036.394,6715.6343,9918.796,3366.0457,17544.088,5229.943,7532.7104,3331.824,11418.233,3455.882,12393.45,10038.162,7687.8496,1448.8251,
32,281.05086402367175,0.23431101,,,,,,,,,,,4957039.0,2123971.8,1929713.5,1160576.2,5378667.0,2222629.0,2235699.2,2038868.6,2214686.0,2132518.5,2216561.5,1905055.6,2139035.8,2058841.6,1926372.9,2187013.0,2335014.8,2302265.8,2256250.2,1951586.4,4952906.0,2297306.8,2759874.5,2260531.2,2677858.2,2682938.0,2413261.5,2270050.5,2788458.2,2297557.5,2249888.0,2274901.2,2318642.5,2315192.0,2347916.8,2326675.2,2060105.9,2750312.2,2242307.2,2739456.2,2660119.2,2687050.0,
34,161.08210804565473,0.20362443,,,,,,,,,,,172294.25,292760.12,92953.336,254099.7,60739.777,112516.21,217732.1,170862.81,43228.695,88754.18,64180.086,524620.1,117937.22,79788.01,510494.6,279960.03,204144.86,208579.66,62354.965,241621.22,217142.53,475416.0,158259.95,271942.44,172093.22,62095.242,184222.16,153197.08,54454.797,239796.25,260505.0,109847.22,263986.38,194534.72,89303.125,70960.77,198570.22,22567.885,242516.33,49015.902,176747.69,42724.273,
36,227.02202466291214,0.25487936,,,,,,,,,,,50432.44,57002.496,54435.445,45809.523,43842.113,47777.26,47882.957,41847.93,36981.395,1229.665,29712.363,43668.258,56770.598,26664.303,51752.29,33493.516,33486.18,17163.385,47301.453,12164.207,44385.344,46867.062,25675.662,38580.926,71459.805,22497.244,64253.39,59444.95,72161.4,60481.33,59645.28,17168.959,20390.924,61213.668,44610.973,62065.836,3528.2727,73303.85,61946.6,72466.65,57876.9,72335.34,
40,267.0352305680073,0.26465183,,,,,,,,,,,94044.42,113848.414,96047.25,87100.59,270669.12,133359.62,123185.2,8119.774,97030.445,188714.27,122794.87,96624.51,112585.22,106349.93,98689.28,121105.67,133849.48,144764.84,64628.586,96514.38,95189.664,146058.66,188953.8,151310.42,189178.4,186224.36,157210.16,146960.53,191826.3,143319.44,118758.1,118149.66,143285.53,147315.05,141034.56,144869.39,81992.51,192854.19,134123.0,192048.97,150466.5,194797.44,
41,179.09263901196658,0.26199552,,,,,,,,,,,6396.9385,4844.2666,15792.402,24128.686,992.22455,2626.374,5010.2183,7234.7417,2667.851,13212.003,4005.736,23140.213,9551.951,1111.9445,19592.936,15160.105,8922.263,4615.1855,3587.3215,5998.7686,10015.2,15057.136,2196.28,6992.4854,16621.592,2880.772,13279.065,18152.748,1602.9224,6737.3447,2888.58,2913.0872,17544.088,9731.26,5259.866,2837.35,2328.0261,2640.0354,17614.844,2307.3862,870.5061,6012.2124,
42,445.1196944124817,0.28686062,,,,,,,,,,,70120.55,80465.25,101954.27,76501.91,55886.04,69823.8,77676.945,77238.31,68029.625,78861.5,76705.43,83906.41,36423.59,54590.07,35861.793,78619.164,75364.64,71739.766,67673.266,104933.164,111849.77,76821.984,43530.305,49921.906,43700.77,13513.407,111718.24,72249.305,43217.44,47622.652,75292.65,74226.48,47521.242,72123.28,75389.086,44528.75,117267.67,74859.125,72411.22,77279.586,57665.816,72782.016,
43,239.09472383181458,0.2771809,,,,,,,,,,,43826.41,86555.58,98138.92,89179.34,48195.324,86832.734,41020.58,84966.375,86447.76,88351.89,80629.34,11933.146,75893.0,92817.81,86429.41,87886.73,36935.46,84953.15,87591.24,96523.195,95726.414,74800.52,90826.71,78748.984,94256.5,91030.945,69315.516,75582.57,93911.4,85714.11,89353.87,72943.89,84490.03,74217.75,88272.31,86167.95,88654.305,94742.875,74709.18,5455.5684,94201.73,68733.03,
44,302.0586977023657,0.27781177,,,,,,,,,,,31185.64,72771.54,70278.67,45985.547,73207.36,76276.41,38259.164,27003.154,75072.945,73457.33,76003.94,66514.65,73683.516,8742.026,66406.43,75585.98,78162.19,34255.42,77773.88,69661.12,67467.97,71564.47,86416.914,73438.64,86386.414,88588.016,77195.92,30689.777,89281.63,77882.22,14409.686,76801.76,65635.734,24187.33,80739.516,78263.24,36549.21,88955.445,53641.24,51410.67,72632.79,87071.625,
46,284.0489773848261,0.2915821,,,,,,,,,,,17814.775,28967.646,6016.6436,14612.701,19891.79,137709.25,38654.65,123643.766,48592.7,87621.97,15638.634,43170.52,37703.92,127769.734,32267.916,54813.895,22190.75,138757.31,51104.41,3107.4167,44377.305,23708.252,56845.74,20182.963,65317.06,57274.37,51965.527,56162.293,25147.51,57500.125,95007.84,56148.816,140709.11,57526.6,30458.354,2989.228,35278.086,69360.08,46725.547,69138.67,41619.816,158943.36,
48,281.050861231052,0.3103101,,,,,,,,,,,1911791.8,2167711.2,4975924.0,1636845.9,2089081.2,2253298.0,2260393.8,2044164.5,2214158.8,484257.3,2239638.5,1938387.1,2157968.2,2047158.9,1939776.1,2238040.0,2326177.8,2373526.5,2295191.0,1923956.9,1983461.9,2308820.5,2714681.8,2266439.8,2651607.5,2719553.2,2451490.5,2270778.8,2777174.8,2295584.2,3831062.2,2268025.0,2342954.5,2352081.5,2355938.2,2298662.8,2060754.9,2760761.8,2264389.5,2783463.0,2711968.0,2698848.2,
52,227.02201412768474,0.32896763,,,,,,,,,,,48046.7,58091.31,39194.344,37402.3,48957.098,62073.402,20557.51,55475.426,46159.664,92895.99,51956.98,21175.96,56926.113,38175.46,52850.953,7966.2256,22272.072,63634.84,20714.762,12164.207,53365.957,44250.88,65691.58,42186.77,72457.11,55087.473,64160.92,56880.863,61687.52,24568.434,63544.234,24035.887,24401.182,50614.03,46854.16,54138.652,22322.135,59540.49,50484.566,72081.87,39151.973,72965.79,
53,302.05869626695596,0.33605126,,,,,,,,,,,26890.01,73956.38,52569.08,48358.15,72905.43,76847.055,60713.184,64614.92,76388.586,92388.73,76181.516,64150.26,55891.535,71444.0,66549.69,77004.164,78411.21,79338.59,77117.1,69337.2,67320.2,52553.65,86044.17,74119.4,85844.59,75511.62,70719.086,33106.863,88915.8,76564.19,133040.1,76595.0,78759.65,77347.37,81299.57,76886.8,56054.945,78345.266,30836.227,77548.75,40216.508,87578.9,
55,239.09472262159554,0.32664853,,,,,,,,,,,82158.695,87423.0,97899.945,60237.3,19603.592,86995.74,12798.529,84021.64,86692.16,140903.78,86796.96,70011.21,48056.54,92016.99,58011.32,87610.58,64109.16,84620.23,87186.77,94802.47,87870.59,73493.15,90770.55,79427.484,94172.25,89378.51,42892.06,75478.664,91941.16,68534.5,131331.16,45827.824,57989.74,48587.047,87766.97,84224.0,89759.39,93251.03,47061.95,91392.4,92101.01,93198.25,
56,267.0352284131491,0.35265493,,,,,,,,,,,97035.51,117356.84,95666.72,50824.848,47158.117,134900.94,124403.6,108836.695,124443.55,57942.176,122278.96,97933.05,114614.72,105597.58,100030.82,122634.21,134861.0,149152.64,129485.836,95073.57,97635.516,148594.86,134537.55,145856.28,187523.48,164221.67,404931.3,147898.02,191061.81,144644.28,65256.723,60121.95,141766.8,149834.34,142340.56,146390.64,103800.95,195303.69,136645.34,190906.62,63140.715,193360.2,
57,161.08210700401384,0.36133987,,,,,,,,,,,187461.53,112186.66,151816.56,134699.83,180491.48,104662.69,271726.84,417739.66,136211.86,41436.74,158463.42,436890.47,264132.94,188799.12,596864.6,31670.576,97955.68,50613.062,188506.1,25585.492,156440.5,810781.75,355173.94,196340.67,186807.58,42112.01,35151.84,526340.7,167287.56,55516.055,75267.84,16932.512,197986.52,225514.72,142713.78,129872.91,233508.6,166395.14,49156.645,191999.75,166906.97,53141.664,
61,179.09263666781692,0.3778194,,,,,,,,,,,3553.212,4441.8047,11834.46,32261.764,1189.3375,2808.0698,4942.8936,22036.195,13461.989,4241.5635,1684.2706,71951.06,9689.652,5576.6943,64139.527,3317.974,19582.271,2238.4255,6569.106,7089.9595,8614.662,15057.136,2196.28,4715.911,17466.129,4011.718,20036.867,44203.04,1782.1407,7672.4033,5516.015,911.88153,7754.924,9731.26,8753.4795,2784.3755,2328.0261,2629.975,2483.5635,3468.445,2107.6794,6457.5225,
62,266.99903616424115,0.3841427,,,,,,,,,,,1365.6149,12364.642,4405.3525,16327.291,27328.23,16205.076,40721.31,6322.0273,19001.58,10846.248,3465.7617,17012.225,17849.807,4866.448,2911.6138,12970.086,32717.229,45208.71,23978.16,21055.293,6782.929,9677.643,19279.373,44049.06,23980.74,6785.6133,21701.152,16911.857,42758.188,34150.863,19637.615,5411.8804,4616.287,38701.96,45196.4,11100.104,10402.437,55838.977,33018.08,20744.793,29387.436,33632.715,
63,281.05085954918695,0.37147808,,,,,,,,,,,1937402.9,2220443.5,1922639.6,835936.6,2120084.0,2220515.8,2261987.8,2078021.8,2208516.8,1353744.9,2241449.5,1937490.4,2166154.0,2028912.4,1916112.5,2243857.5,2297842.8,2358216.5,2309515.5,1941121.8,1946773.9,2307133.2,2746653.8,2292183.2,2668947.8,2728885.2,2434600.2,2273701.8,2793269.8,2265534.5,984031.7,2276867.0,2367586.0,2362933.2,2385875.5,2309912.5,2027704.2,2744027.0,2283454.2,2770095.2,2700970.8,2725995.5,
65,284.0489738251389,0.36945122,,,,,,,,,,,19366.549,54579.74,47730.508,26567.72,28903.365,27194.1,14172.049,51365.402,24795.926,33434.406,34004.836,48226.996,27732.645,45983.984,47738.457,50324.875,29934.727,38926.73,47605.047,35976.242,23198.625,27094.365,67968.44,26805.34,38183.844,28955.936,59581.07,52875.285,46374.74,33278.85,20917.996,51345.99,9464.476,58224.5,28532.629,56932.89,11832.945,68383.65,15258.946,60252.645,66495.16,48156.168,
67,227.02201644030976,0.37387407,,,,,,,,,,,36286.887,58495.54,28291.26,37538.24,55869.023,57223.06,49155.137,35013.996,59033.34,37033.633,40222.22,9337.215,57846.918,28424.568,52839.082,51731.91,22272.072,63170.39,36786.71,9904.428,46944.723,44826.594,49184.57,56767.69,71519.1,72447.2,65015.137,59234.137,44266.56,39406.97,103989.96,24035.887,31659.617,35790.17,6572.6763,38889.8,10312.926,42173.168,26887.066,72818.56,60519.88,73557.43,
69,284.0489827841643,0.3858975,,,,,,,,,,,22133.533,55677.066,47992.293,12386.625,6181.335,42021.504,10707.906,51968.1,21518.098,36796.164,37299.14,48159.496,43793.48,48480.992,48316.586,46998.957,27042.572,42785.53,44826.46,38920.707,20757.158,27094.365,67651.02,23268.758,34442.3,24848.982,57181.66,49554.867,50467.055,30405.86,17488.96,48368.027,9464.476,58350.54,31907.719,56962.48,32156.027,66794.03,18769.402,55984.86,65871.35,44232.543,
70,741.1945833294461,0.38038445,,,,,,,,,,,75702.14,212.21494,19035.006,26318.682,2297.4873,0,0,1128.777,0,245.19788,0,15000.63,731.3269,2602.7805,3723.141,0,0,0,0,68425.87,75518.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21334.63,0,0,0,0,0,
71,239.0947220563556,0.3965408,,,,,,,,,,,90407.79,88018.414,96932.29,33620.027,91953.57,86393.01,87951.8,85541.055,87932.85,88643.73,88010.19,44039.957,23123.475,73456.16,90223.89,86299.28,86854.18,84659.11,66393.734,97304.94,60949.324,74676.26,91645.055,77323.84,93953.45,72267.54,20629.389,76143.59,94069.88,43478.555,44915.28,81950.016,32069.584,86634.41,87812.78,62185.72,88953.164,93539.09,41066.504,91393.39,92127.12,81392.266,
78,302.05870003123175,0.42093226,,,,,,,,,,,21411.02,65892.24,23791.977,48739.78,72656.1,75553.81,76287.1,70953.875,75551.664,46940.215,75416.35,63916.64,25163.18,69095.22,41584.754,75226.69,78192.71,76964.56,77824.914,68142.96,67210.195,22866.514,85883.586,72840.51,86939.94,39864.08,39546.297,23252.916,87316.62,75661.0,43169.09,75485.48,79315.73,77446.22,66263.484,77775.58,47171.168,45393.945,70382.76,85578.95,75120.08,86343.26,
81,161.08210482246957,0.4879923,,,,,,,,,,,173455.28,182392.64,282425.6,45542.145,29731.385,223172.97,198464.27,242297.66,79764.85,36440.113,38794.207,105957.32,34132.887,24180.934,92014.31,146011.67,36308.23,63282.11,219638.36,49337.52,53879.895,227159.86,178733.17,340181.38,39200.863,29922.771,151963.12,65707.48,151184.58,142852.61,252007.1,197026.95,70855.76,31982.492,197487.4,88825.38,111255.13,53612.27,121714.73,29545.947,36366.816,54664.504,
83,281.0508626301459,0.42393598,,,,,,,,,,,1601517.0,5527602.5,1600106.0,1632656.4,1743766.1,1886746.0,1901753.9,1760261.6,1874127.0,1871790.5,1876430.4,1627768.1,1848311.2,1711516.4,1566069.6,1912748.6,1932027.4,1972814.4,1910085.6,1651457.0,1636039.8,1948015.2,2384882.5,1945117.0,2171147.0,2295685.2,1984822.2,1836708.5,2367800.8,1920008.9,1923526.5,1905047.6,2000664.4,1977586.1,2000734.9,1938220.5,1636904.5,2296767.8,1908624.5,2327076.0,2230653.8,2246479.0,
84,267.03522987969154,0.42852703,,,,,,,,,,,241072.14,52921.887,74431.29,52397.14,59677.73,105671.23,98235.5,86051.234,98012.23,92655.08,303702.97,78732.89,91064.46,82114.766,57889.63,260261.11,103348.28,116739.34,104818.516,45850.734,75711.81,114483.44,28079.738,117708.086,148517.28,85398.78,128021.414,117020.18,151009.9,111389.34,105178.99,103004.84,113962.62,116336.54,110761.83,114989.68,69774.36,152406.53,105656.766,150263.16,149183.94,152284.38,
85,284.0489867155628,0.4314696,,,,,,,,,,,121327.21,44142.926,30601.836,13846.307,130463.82,43054.14,22061.43,40909.992,26388.266,41867.965,42967.105,121119.67,34562.18,39549.977,31836.793,44018.54,14926.442,43920.99,141790.16,29368.451,21306.848,9381.9795,55029.832,40079.934,51318.938,32033.809,151041.83,43814.527,52411.44,42976.082,29692.637,139074.42,25589.178,45553.11,42207.867,44773.285,10529.62,38962.543,139931.42,28091.932,52271.06,52769.906,
86,355.06954422954783,0.42640278,,,,,,,,,,,66493.734,42204.69,54201.996,111859.18,45400.566,39615.62,42036.758,7356.6333,42274.273,15584.36,19592.967,9987.878,22464.102,30253.242,29863.695,30492.826,33616.54,16174.43,40528.71,57193.22,39996.664,47472.793,20875.3,44453.527,27042.637,45921.496,45904.832,43014.45,8281.979,21620.318,17959.934,6606.833,11806.223,15812.063,30152.9,22604.3,62006.58,43071.914,39755.324,23402.209,24695.7,54136.19,
90,161.08210577423284,0.50119424,,,,,,,,,,,52152.19,112861.6,621443.3,201986.77,329361.53,222084.02,33096.344,147765.47,119920.15,31755.695,76282.43,1494666.1,412242.38,240332.92,1425199.2,144904.95,111431.09,113122.62,197126.0,49337.52,498408.38,224968.94,64405.934,369831.22,81180.65,29922.771,150273.06,975688.4,195752.03,484712.84,146014.88,130008.09,102395.2,139588.6,129492.5,92662.81,76591.82,52632.38,120344.98,74864.94,139235.95,191290.61,
91,179.09264518994513,0.5038741,,,,,,,,,,,5730.8413,6719.883,66376.8,47966.34,4553.668,11386.495,4469.8667,4434.8315,11458.924,707.0161,6667.839,90049.086,5021.5503,2926.7173,88397.01,7194.8267,3700.9697,6343.561,8851.979,7439.426,13394.602,25596.062,8004.8145,14177.609,7864.267,4432.8667,19209.127,8823.384,3941.3142,7984.3237,14055.254,5341.9873,8564.192,4037.2656,8591.053,12138.951,5814.5464,4781.815,9635.365,4855.8047,4715.384,6311.3076,
95,245.09540934721758,0.5201507,,,,,,,,,,,0,0,317.82056,0,0,43263.973,68092.71,54846.29,51597.926,40212.027,68410.98,74559.234,50340.758,39515.625,56168.523,52213.004,67825.43,71027.3,57153.695,107118.5,73117.06,29759.742,43292.93,33890.67,33443.477,23509.477,26685.61,26323.795,32414.438,76708.1,58235.875,35272.36,19731.477,63450.434,15515.949,73982.305,173294.6,34425.598,45211.176,30443.559,34075.53,51332.15,
99,157.09715522483663,0.52039456,,,,,,,,,,,0,0,0,0,0,4953.36,8625.011,4815.979,4152.35,1900.9891,7641.581,6916.565,4018.839,1898.4548,4450.422,3925.4097,8736.579,12547.31,7924.04,4724.8047,2919.7683,6418.0977,18751.504,8676.193,15275.238,9459.946,5982.319,6020.4536,12894.266,18402.957,8915.874,2887.8538,1741.8715,14335.186,1490.4924,16845.834,8836.821,15117.904,6946.1694,10768.893,14589.145,31121.896,
104,158.96133651106524,0.5210318,,,,,,,,,,,98281.25,87682.46,87852.65,103068.35,83051.414,85266.31,88543.12,89615.22,85493.37,86921.51,87827.164,84038.06,88412.125,89264.305,89424.12,89295.625,85010.02,84998.36,89776.84,89659.32,93022.586,83461.39,77768.37,82132.88,80152.51,79689.375,217352.64,171839.17,78727.836,85301.305,88941.55,88857.63,83956.34,85933.15,86730.14,84582.9,97080.28,30737.896,146792.14,80713.41,77840.945,76019.72,
106,166.1029607602612,0.53195906,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.8942,3560.8062,1887.2822,4795.058,301.34558,295.74078,209.48146,698.23254,0,0,0,0,0,0,0,0,1840.554,0,3625.6372,7789.463,11774.105,
107,160.07566950476067,0.52179927,,,,,,,,,,,0,0,0,0,0,354050.3,427649.62,312332.62,313545.0,209269.45,593663.9,401620.97,280762.88,210562.9,286905.66,296115.56,567389.25,775052.0,523318.78,235702.03,250721.6,533260.25,865996.4,700356.9,717705.3,576261.6,645107.75,549419.3,765449.94,845985.06,453438.44,275894.34,242058.36,954094.75,213120.95,814353.56,404429.66,931383.94,427234.22,666837.3,1050392.2,1309049.9,
111,169.09710221317624,0.5247551,,,,,,,,,,,0,942.7384,4054.3687,0,2166.9707,637458.6,706535.7,609720.94,615655.2,468750.7,706034.3,665166.5,555426.75,450042.22,580351.9,586752.7,776639.7,869086.94,732600.0,689135.6,592457.5,746114.56,944350.4,755674.9,891660.4,664165.06,690748.8,647277.1,812156.3,861998.3,722705.4,517860.12,436133.4,893395.44,378563.44,886614.5,800889.44,890976.94,687120.8,804205.44,986138.44,1347099.2,
113,167.08152624168767,0.5394716,,,,,,,,,,,0,0,0,0,0,97478.266,95536.01,91330.82,93970.51,64049.72,95653.836,78358.96,89769.875,88949.164,92212.31,87932.98,95536.25,98579.76,90837.36,91878.914,90827.984,109939.83,106060.664,95937.15,110969.3,96683.016,177891.75,91252.06,102320.86,87041.95,95537.94,92720.05,99677.54,89510.17,100755.79,95789.734,79124.25,102749.16,101841.76,107297.02,120170.766,162231.95,
